Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Non-Travel,1278,Sales,16,3,Other,1,1099,4,Male,31,4,5,Research Director,1,Married,15550,13193,2,Y,Yes,25,4,3,80,3,11,5,1,1,4,1,9
47,No,Travel_Rarely,210,Research & Development,10,3,Life Sciences,1,1100,4,Female,56,4,1,Human Resources,2,Married,7702,19570,6,Y,Yes,24,4,1,80,2,22,4,1,3,9,2,1
46,No,Travel_Frequently,236,Research & Development,19,3,Marketing,1,1101,4,Female,77,3,5,Manufacturing Director,3,Married,15027,17281,2,Y,No,15,3,4,80,2,10,5,3,11,10,6,3
46,No,Travel_Frequently,331,Research & Development,22,1,Human Resources,1,1102,3,Female,38,1,5,Human Resources,1,Divorced,13860,25293,5,Y,Yes,15,3,3,80,3,28,4,4,1,2,8,4
47,No,Travel_Rarely,1091,Human Resources,3,4,Human Resources,1,1103,1,Male,52,1,2,Research Scientist,4,Married,8032,6087,7,Y,No,16,4,2,80,3,5,5,3,0,11,1,8
33,No,Travel_Rarely,567,Research & Development,5,1,Human Resources,1,1104,1,Female,56,1,2,Healthcare Representative,1,Married,3825,8228,5,Y,No,12,4,4,80,3,15,4,4,5,1,6,6
57,No,Travel_Frequently,831,Research & Development,9,1,Other,1,1105,4,Male,72,3,5,Research Scientist,2,Married,13554,4831,9,Y,Yes,19,4,1,80,3,33,2,3,15,10,3,4
36,No,Travel_Frequently,580,Research & Development,18,4,Medical,1,1106,4,Female,36,1,2,Sales Executive,4,Divorced,17333,22045,2,Y,No,12,3,4,80,1,36,3,1,1,5,6,5
35,No,Travel_Frequently,1191,Human Resources,11,3,Other,1,1107,4,Female,92,2,4,Healthcare Representative,4,Single,14470,20132,4,Y,No,12,4,2,80,3,10,3,4,13,9,4,8
18,No,Travel_Frequently,913,Research & Development,16,3,Life Sciences,1,1108,2,Female,73,3,1,Research Scientist,4,Divorced,5770,13055,8,Y,No,22,4,1,80,2,10,4,2,19,0,6,3
31,No,Travel_Rarely,1372,Research & Development,2,4,Life Sciences,1,1109,4,Female,68,2,5,Sales Representative,2,Single,2029,26318,7,Y,No,25,3,1,80,2,24,4,2,11,7,5,1
19,Yes,Travel_Rarely,1093,Sales,12,4,Life Sciences,1,1110,3,Male,69,2,1,Research Director,2,Married,10958,15795,5,Y,No,15,4,3,80,0,18,6,1,18,4,1,4
45,No,Non-Travel,422,Human Resources,22,1,Life Sciences,1,1111,1,Male,36,4,4,Research Scientist,3,Divorced,17502,9552,8,Y,No,19,4,4,80,3,31,6,4,2,4,6,6
47,Yes,Travel_Frequently,1021,Research & Development,6,2,Life Sciences,1,1112,3,Female,99,3,2,Sales Representative,3,Divorced,10806,21648,1,Y,Yes,14,4,3,80,1,7,2,2,18,13,4,3
55,No,Non-Travel,1003,Sales,11,4,Technical Degree,1,1113,4,Male,54,1,3,Manufacturing Director,3,Single,11196,23756,8,Y,No,16,3,1,80,0,11,3,2,10,1,8,0
21,Yes,Travel_Rarely,705,Human Resources,27,1,Human Resources,1,1114,2,Male,88,2,4,Sales Executive,2,Divorced,4121,24158,9,Y,No,12,4,3,80,0,34,2,2,3,6,0,7
18,No,Travel_Rarely,528,Human Resources,8,2,Other,1,1115,4,Female,42,3,3,Laboratory Technician,4,Divorced,5009,23747,9,Y,Yes,24,4,3,80,1,5,6,1,16,4,0,4
25,Yes,Non-Travel,1392,Human Resources,12,3,Technical Degree,1,1116,4,Male,91,1,1,Sales Executive,4,Single,9739,26275,5,Y,Yes,23,4,2,80,0,20,6,3,16,7,1,9
46,No,Travel_Frequently,247,Human Resources,29,3,Other,1,1117,4,Male,37,4,5,Healthcare Representative,1,Divorced,6059,25234,8,Y,No,14,4,3,80,0,25,1,2,6,4,7,1
56,No,Travel_Frequently,1241,Human Resources,27,1,Medical,1,1118,4,Male,74,3,2,Research Director,3,Divorced,13285,16605,3,Y,Yes,25,3,1,80,2,0,5,2,4,14,8,2
20,Yes,Travel_Frequently,949,Human Resources,2,1,Marketing,1,1119,4,Male,47,3,4,Sales Executive,4,Married,4910,13282,4,Y,Yes,22,4,3,80,0,16,6,3,18,8,6,9
49,No,Travel_Frequently,466,Research & Development,9,4,Human Resources,1,1120,1,Female,89,3,2,Human Resources,4,Married,16674,3063,1,Y,No,19,4,1,80,1,34,3,2,18,4,0,9
27,No,Non-Travel,949,Research & Development,15,3,Medical,1,1121,3,Female,89,1,3,Laboratory Technician,4,Married,14161,25043,2,Y,Yes,25,4,1,80,3,26,4,4,8,12,6,4
27,No,Non-Travel,1189,Research & Development,2,1,Technical Degree,1,1122,2,Male,31,2,3,Healthcare Representative,4,Married,13116,15344,0,Y,No,12,4,2,80,3,1,0,2,16,2,7,3
36,No,Travel_Rarely,912,Research & Development,29,3,Marketing,1,1123,4,Female,95,2,5,Human Resources,2,Married,15051,22132,3,Y,No,11,3,1,80,3,35,6,3,8,12,6,8
51,No,Travel_Frequently,1493,Sales,1,3,Medical,1,1124,2,Female,43,3,3,Healthcare Representative,3,Divorced,19626,22929,1,Y,No,14,4,1,80,2,0,1,1,13,1,4,8
50,No,Travel_Frequently,274,Research & Development,10,4,Other,1,1125,1,Female,77,3,5,Human Resources,4,Divorced,19096,17898,1,Y,No,25,4,2,80,2,9,5,1,4,4,6,7
40,No,Travel_Frequently,687,Human Resources,2,2,Marketing,1,1126,3,Male,85,1,4,Research Director,4,Married,15054,4732,0,Y,Yes,14,3,1,80,2,30,0,4,1,9,9,1
45,No,Non-Travel,594,Research & Development,12,4,Other,1,1127,4,Male,41,4,5,Sales Representative,4,Single,16070,3872,9,Y,No,11,4,2,80,1,36,2,2,14,12,1,4
49,Yes,Travel_Frequently,1072,Research & Development,23,1,Medical,1,1128,1,Female,84,3,3,Sales Executive,4,Married,11485,6720,1,Y,Yes,14,3,4,80,3,4,5,2,15,9,8,7
24,No,Non-Travel,1237,Human Resources,8,4,Technical Degree,1,1129,1,Female,57,3,1,Manufacturing Director,1,Divorced,16413,3969,3,Y,Yes,25,4,4,80,1,12,2,3,18,4,1,7
46,No,Travel_Frequently,1234,Research & Development,5,4,Other,1,1130,3,Male,33,4,5,Human Resources,4,Single,13855,14155,5,Y,No,13,3,4,80,1,23,2,3,0,5,1,6
25,No,Travel_Frequently,1270,Research & Development,22,3,Marketing,1,1131,4,Female,65,3,2,Research Director,4,Married,8153,13870,6,Y,No,23,3,1,80,0,26,4,4,11,1,4,3
18,No,Travel_Rarely,134,Research & Development,28,4,Medical,1,1132,3,Male,79,2,1,Manufacturing Director,4,Single,7587,18702,6,Y,Yes,12,4,3,80,3,0,2,4,18,4,7,2
20,No,Travel_Frequently,1098,Sales,1,1,Other,1,1133,3,Female,32,3,5,Sales Executive,1,Married,10827,5717,6,Y,No,23,3,2,80,0,19,6,2,19,14,5,7
41,No,Travel_Frequently,1432,Research & Development,15,2,Technical Degree,1,1134,2,Male,30,2,2,Manufacturing Director,2,Divorced,8861,23875,3,Y,No,20,3,4,80,2,7,0,2,14,0,8,7
40,No,Travel_Rarely,637,Human Resources,6,4,Human Resources,1,1135,2,Male,46,1,1,Laboratory Technician,1,Married,12804,3374,4,Y,No,25,4,2,80,2,2,1,4,4,2,5,9
25,No,Non-Travel,849,Human Resources,12,4,Technical Degree,1,1136,3,Male,91,1,5,Manager,4,Single,15979,23826,2,Y,Yes,14,4,4,80,1,31,6,1,0,2,4,4
54,No,Non-Travel,1137,Research & Development,8,2,Technical Degree,1,1137,2,Male,77,2,4,Healthcare Representative,2,Divorced,3297,10679,0,Y,Yes,18,4,4,80,1,24,4,1,10,2,0,2
20,No,Travel_Frequently,473,Research & Development,13,1,Human Resources,1,1138,1,Female,91,2,2,Healthcare Representative,4,Married,16745,18834,7,Y,Yes,17,4,1,80,0,24,1,1,8,14,7,4
50,Yes,Non-Travel,656,Research & Development,19,1,Technical Degree,1,1139,3,Male,98,4,4,Research Scientist,2,Married,2357,26928,9,Y,Yes,19,4,2,80,0,13,2,1,6,2,2,3
45,Yes,Travel_Frequently,332,Human Resources,27,4,Human Resources,1,1140,4,Female,48,2,3,Laboratory Technician,4,Married,18300,15427,6,Y,No,18,4,1,80,1,26,3,4,1,7,1,7
25,No,Travel_Rarely,804,Human Resources,1,3,Human Resources,1,1141,4,Male,63,2,5,Manager,4,Married,16433,25564,8,Y,No,11,4,2,80,3,31,5,3,16,14,6,1
51,No,Travel_Rarely,662,Sales,11,4,Other,1,1142,1,Male,78,3,5,Research Scientist,2,Divorced,18624,3940,9,Y,Yes,22,4,2,80,1,26,4,1,15,0,1,7
52,No,Travel_Frequently,1038,Sales,20,2,Other,1,1143,4,Female,76,4,2,Manufacturing Director,2,Divorced,12796,4367,3,Y,Yes,12,4,3,80,3,3,2,4,15,5,0,9
49,No,Travel_Rarely,986,Sales,1,2,Human Resources,1,1144,4,Female,79,2,5,Research Scientist,4,Married,10115,13428,4,Y,Yes,22,3,4,80,0,38,4,1,13,5,1,5
41,No,Travel_Rarely,825,Human Resources,8,2,Medical,1,1145,3,Female,55,2,3,Human Resources,1,Divorced,5860,26271,4,Y,Yes,12,3,1,80,2,10,3,2,1,0,5,3
31,No,Travel_Frequently,1398,Sales,5,4,Marketing,1,1146,1,Male,85,2,5,Laboratory Technician,1,Single,14443,18631,6,Y,Yes,22,3,3,80,2,2,0,1,18,12,1,2
49,No,Travel_Frequently,175,Research & Development,17,4,Medical,1,1147,3,Male,43,3,1,Manager,1,Divorced,6447,21887,8,Y,No,18,3,2,80,0,24,6,4,2,0,0,9
33,No,Travel_Rarely,538,Research & Development,8,1,Human Resources,1,1148,1,Female,54,3,4,Sales Executive,1,Single,18521,18862,7,Y,Yes,22,3,4,80,0,23,0,2,7,2,0,4
21,No,Non-Travel,798,Human Resources,25,3,Marketing,1,1149,3,Male,33,3,3,Laboratory Technician,2,Single,3967,21144,6,Y,Yes,14,3,1,80,2,8,5,2,18,14,3,5
54,No,Non-Travel,1412,Sales,10,4,Other,1,1150,3,Female,61,1,3,Research Director,2,Divorced,8579,14655,0,Y,No,19,3,3,80,3,7,0,1,15,7,7,0
38,No,Travel_Frequently,1014,Research & Development,2,1,Marketing,1,1151,2,Male,94,3,4,Healthcare Representative,1,Married,6849,9968,9,Y,No,12,4,2,80,0,38,6,1,3,5,5,0
31,No,Travel_Frequently,990,Human Resources,9,4,Human Resources,1,1152,4,Male,90,2,4,Research Director,3,Divorced,9167,18292,5,Y,No,24,3,3,80,3,30,6,2,7,3,3,9
48,No,Non-Travel,791,Sales,24,1,Other,1,1153,1,Male,49,3,3,Research Scientist,3,Single,9466,24324,9,Y,Yes,14,3,2,80,3,16,3,3,0,4,5,2
35,Yes,Travel_Rarely,352,Research & Development,23,1,Marketing,1,1154,4,Female,39,3,4,Sales Representative,3,Single,14349,22836,8,Y,No,23,3,2,80,2,30,1,4,3,9,5,1
24,No,Non-Travel,1249,Sales,3,3,Marketing,1,1155,2,Male,63,4,2,Human Resources,4,Divorced,4019,16743,6,Y,Yes,23,3,4,80,3,3,3,4,6,13,8,0
27,No,Non-Travel,1300,Human Resources,18,4,Medical,1,1156,1,Female,90,2,4,Sales Representative,1,Single,8174,3368,0,Y,Yes,25,3,1,80,2,3,3,4,0,2,3,7
24,No,Non-Travel,1160,Sales,7,1,Marketing,1,1157,2,Female,56,3,1,Laboratory Technician,4,Divorced,17689,4226,8,Y,No,25,4,4,80,0,36,2,4,17,14,5,0
50,No,Non-Travel,509,Human Resources,15,2,Human Resources,1,1158,4,Male,69,1,1,Sales Representative,2,Divorced,9092,13688,2,Y,Yes,11,3,1,80,1,7,0,4,3,13,9,9
40,No,Travel_Frequently,226,Sales,21,2,Life Sciences,1,1159,3,Female,94,4,2,Research Director,2,Married,19576,5612,8,Y,Yes,13,3,1,80,1,5,4,2,19,14,0,7
38,No,Travel_Frequently,1291,Research & Development,22,2,Life Sciences,1,1160,2,Female,62,3,4,Sales Executive,3,Single,12505,23946,3,Y,No,16,4,2,80,1,8,6,4,13,10,6,4
36,No,Travel_Rarely,691,Human Resources,20,3,Life Sciences,1,1161,2,Male,97,4,1,Laboratory Technician,3,Divorced,4355,14199,8,Y,No,19,3,3,80,1,7,5,3,7,10,6,3
36,Yes,Travel_Rarely,393,Human Resources,18,1,Human Resources,1,1162,3,Female,38,4,5,Healthcare Representative,2,Single,2333,12034,7,Y,No,21,4,1,80,1,31,1,3,17,5,0,7
53,No,Travel_Rarely,1466,Human Resources,25,3,Life Sciences,1,1163,4,Female,45,1,4,Manager,3,Divorced,4562,13569,6,Y,No,11,4,1,80,1,14,6,1,6,5,7,7
46,No,Travel_Rarely,1119,Sales,3,4,Medical,1,1164,2,Male,34,1,2,Laboratory Technician,3,Divorced,16776,3059,3,Y,No,25,4,1,80,3,17,4,1,2,5,4,7
35,No,Non-Travel,409,Sales,28,4,Human Resources,1,1165,4,Male,52,1,4,Manufacturing Director,2,Married,3795,20028,8,Y,No,15,3,1,80,3,22,2,1,13,8,8,2
19,No,Travel_Frequently,761,Research & Development,23,1,Other,1,1166,3,Male,72,2,3,Healthcare Representative,4,Divorced,17270,15115,3,Y,No,22,3,2,80,1,4,2,1,11,13,7,7
18,No,Travel_Frequently,627,Human Resources,14,2,Human Resources,1,1167,1,Female,86,4,3,Laboratory Technician,3,Married,2253,23649,0,Y,No,12,4,4,80,0,26,1,2,14,14,2,0
22,No,Travel_Rarely,639,Human Resources,24,1,Human Resources,1,1168,2,Female,80,3,1,Manufacturing Director,4,Single,5657,20195,5,Y,No,17,3,3,80,0,32,4,3,7,9,0,3
37,No,Travel_Rarely,518,Sales,2,1,Marketing,1,1169,4,Male,42,1,3,Healthcare Representative,3,Married,11615,4193,3,Y,No,14,3,2,80,3,1,1,2,4,12,2,4
28,Yes,Non-Travel,543,Sales,14,1,Marketing,1,1170,3,Female,53,1,2,Research Scientist,1,Married,5237,18551,9,Y,Yes,15,4,2,80,3,37,1,3,16,10,1,5
59,No,Non-Travel,784,Research & Development,22,3,Marketing,1,1171,3,Male,40,4,1,Human Resources,4,Single,5331,18128,2,Y,Yes,18,4,2,80,1,27,0,2,9,7,1,4
19,Yes,Travel_Rarely,939,Research & Development,11,4,Technical Degree,1,1172,2,Male,81,4,2,Research Director,4,Married,3027,25826,4,Y,Yes,12,3,1,80,0,23,4,3,10,5,3,4
20,No,Travel_Frequently,335,Sales,16,1,Medical,1,1173,1,Male,46,4,2,Manager,3,Married,16199,6182,2,Y,No,13,4,3,80,2,20,0,1,15,1,1,4
40,No,Travel_Frequently,313,Human Resources,8,1,Human Resources,1,1174,2,Female,66,3,3,Laboratory Technician,4,Divorced,15283,26729,8,Y,Yes,21,4,2,80,1,30,6,3,15,3,7,8
29,No,Travel_Frequently,184,Research & Development,7,1,Human Resources,1,1175,4,Female,42,2,3,Research Scientist,1,Married,14186,20928,5,Y,Yes,15,3,2,80,3,10,0,1,3,14,4,9
37,No,Travel_Rarely,893,Sales,11,3,Marketing,1,1176,3,Male,91,2,2,Sales Representative,2,Divorced,18853,5868,2,Y,Yes,20,3,2,80,3,27,6,3,4,5,0,9
22,No,Travel_Frequently,184,Sales,3,3,Human Resources,1,1177,1,Male,37,1,3,Research Director,1,Married,15781,10506,4,Y,Yes,14,4,1,80,3,39,5,2,9,8,5,2
54,No,Non-Travel,164,Human Resources,17,3,Other,1,1178,4,Female,85,2,3,Sales Executive,2,Single,17120,7950,7,Y,Yes,15,3,1,80,2,3,0,4,13,10,6,1
55,No,Non-Travel,762,Sales,14,1,Human Resources,1,1179,2,Male,99,3,3,Manager,1,Single,7983,10914,7,Y,No,13,3,2,80,0,15,3,3,8,1,0,9
47,No,Travel_Rarely,726,Sales,6,2,Life Sciences,1,1180,3,Female,73,2,4,Sales Representative,1,Married,3093,16141,5,Y,No,23,3,1,80,3,11,2,2,17,14,2,1
26,No,Non-Travel,163,Research & Development,8,2,Other,1,1181,2,Male,89,3,2,Human Resources,4,Divorced,6789,13537,4,Y,No,22,3,3,80,1,21,2,4,19,5,8,7
51,No,Travel_Rarely,1466,Sales,22,2,Other,1,1182,1,Male,70,1,5,Laboratory Technician,1,Married,4912,18154,4,Y,Yes,19,3,1,80,2,34,3,2,5,9,6,4
52,No,Travel_Frequently,1038,Sales,5,4,Human Resources,1,1183,1,Female,50,4,2,Research Scientist,3,Divorced,17111,4309,0,Y,Yes,18,3,2,80,0,15,6,4,10,10,3,4
39,No,Travel_Frequently,1018,Research & Development,27,1,Technical Degree,1,1184,1,Female,71,3,1,Healthcare Representative,3,Married,16332,8630,1,Y,No,24,4,3,80,1,23,6,1,16,9,5,5
41,No,Travel_Frequently,1475,Human Resources,28,2,Marketing,1,1185,1,Female,58,4,3,Sales Executive,3,Single,18564,12693,3,Y,No,16,4,1,80,1,34,1,3,8,9,5,8
34,No,Non-Travel,1281,Human Resources,8,2,Medical,1,1186,1,Female,94,1,3,Manager,3,Single,14259,16778,5,Y,No,25,4,2,80,2,27,4,2,2,6,2,6
27,Yes,Travel_Rarely,590,Research & Development,2,2,Medical,1,1187,2,Female,46,3,5,Human Resources,4,Divorced,11412,13525,6,Y,Yes,24,4,4,80,2,28,4,3,15,13,1,4
47,No,Travel_Frequently,1348,Research & Development,15,1,Life Sciences,1,1188,1,Male,59,3,1,Human Resources,3,Married,18006,25070,0,Y,No,11,4,4,80,2,20,4,1,19,13,4,4
40,No,Travel_Rarely,412,Human Resources,12,2,Medical,1,1189,1,Male,55,2,4,Sales Representative,1,Divorced,11755,15416,7,Y,No,14,3,3,80,3,24,0,1,3,14,7,9
49,Yes,Travel_Frequently,714,Human Resources,17,2,Medical,1,1190,3,Female,82,3,2,Sales Representative,3,Single,6684,20407,0,Y,No,17,3,3,80,0,38,4,3,14,7,2,8
34,No,Non-Travel,1018,Human Resources,1,1,Marketing,1,1191,1,Female,48,1,4,Research Director,4,Divorced,9854,18733,8,Y,No,20,4,3,80,3,30,4,2,1,12,4,8
34,No,Non-Travel,912,Human Resources,15,4,Marketing,1,1192,3,Male,82,4,1,Research Scientist,2,Married,8417,10629,3,Y,No,15,3,1,80,2,14,6,2,19,8,2,1
31,No,Travel_Rarely,1039,Human Resources,14,3,Technical Degree,1,1193,3,Male,46,3,5,Manager,1,Divorced,19946,10360,6,Y,Yes,14,4,3,80,2,34,4,2,16,4,6,6
26,No,Non-Travel,1211,Research & Development,20,2,Life Sciences,1,1194,3,Female,75,1,1,Healthcare Representative,1,Married,15127,14011,5,Y,Yes,19,3,1,80,2,37,2,3,18,8,5,9
57,No,Non-Travel,1426,Sales,22,3,Medical,1,1195,2,Female,82,1,5,Healthcare Representative,4,Married,19797,9953,8,Y,No,18,4,2,80,3,21,3,2,19,8,5,0
19,Yes,Travel_Rarely,779,Human Resources,16,4,Technical Degree,1,1196,2,Male,93,3,4,Laboratory Technician,2,Single,12698,5301,1,Y,Yes,25,3,1,80,1,4,5,2,15,12,0,3
42,No,Travel_Frequently,534,Human Resources,29,4,Life Sciences,1,1197,4,Female,74,2,4,Laboratory Technician,3,Married,19401,22502,6,Y,No,13,4,1,80,2,12,6,4,18,14,1,1
56,No,Non-Travel,781,Sales,9,2,Other,1,1198,4,Male,78,3,1,Manager,2,Married,17428,13227,4,Y,No,24,3,2,80,3,31,1,2,16,10,5,9
26,No,Travel_Rarely,1258,Sales,1,1,Medical,1,1199,3,Male,48,3,1,Sales Representative,1,Married,5654,8819,6,Y,Yes,16,4,4,80,2,2,3,1,3,6,7,8
39,No,Non-Travel,1173,Sales,28,4,Medical,1,1200,2,Female,94,2,3,Sales Executive,1,Divorced,16997,13782,0,Y,Yes,22,3,1,80,3,14,4,2,17,1,4,5
21,No,Non-Travel,439,Sales,17,3,Marketing,1,1201,1,Male,66,1,5,Laboratory Technician,1,Single,15742,4769,9,Y,Yes,24,3,1,80,0,26,1,3,3,7,1,3
43,No,Non-Travel,446,Sales,29,3,Human Resources,1,1202,4,Male,99,3,3,Sales Executive,2,Divorced,10949,12492,8,Y,Yes,24,4,2,80,0,26,1,3,2,11,4,2
46,No,Non-Travel,745,Sales,13,3,Life Sciences,1,1203,2,Male,55,2,2,Laboratory Technician,3,Divorced,13971,22883,0,Y,No,22,4,3,80,3,29,3,2,17,4,8,3
51,No,Travel_Rarely,1470,Research & Development,21,3,Medical,1,1204,1,Female,31,4,2,Healthcare Representative,1,Single,17391,20564,4,Y,Yes,14,4,2,80,2,5,3,3,19,12,5,1
40,No,Travel_Rarely,748,Sales,26,4,Life Sciences,1,1205,1,Male,88,4,1,Human Resources,4,Divorced,18565,5345,7,Y,No,17,4,4,80,3,24,3,3,4,10,4,4
54,No,Travel_Rarely,344,Sales,21,2,Technical Degree,1,1206,2,Female,34,2,4,Laboratory Technician,3,Divorced,8829,4665,0,Y,No,11,4,3,80,0,27,6,2,8,7,9,8
28,No,Non-Travel,208,Research & Development,5,2,Technical Degree,1,1207,4,Male,66,1,2,Human Resources,1,Married,12487,26807,6,Y,No,11,4,4,80,3,21,6,4,14,1,5,5
23,No,Non-Travel,632,Sales,10,3,Human Resources,1,1208,2,Male,60,2,2,Sales Executive,3,Divorced,4667,12784,1,Y,No,24,4,1,80,0,3,5,4,8,13,8,1
35,Yes,Non-Travel,1213,Human Resources,6,2,Medical,1,1209,4,Male,77,1,3,Manager,4,Single,11991,14366,6,Y,No,25,4,4,80,0,14,3,4,13,6,6,5
38,Yes,Travel_Rarely,395,Human Resources,24,3,Marketing,1,1210,3,Male,35,4,3,Human Resources,2,Divorced,18287,20926,6,Y,Yes,22,3,4,80,1,25,5,4,1,4,9,8
59,Yes,Non-Travel,211,Sales,19,3,Medical,1,1211,2,Male,44,3,2,Healthcare Representative,1,Married,8173,11325,8,Y,No,22,3,2,80,2,17,0,1,17,3,2,3
53,No,Travel_Frequently,1300,Research & Development,25,1,Life Sciences,1,1212,2,Female,44,2,1,Research Scientist,4,Divorced,11691,7440,5,Y,Yes,16,3,3,80,3,8,2,2,12,9,9,0
58,No,Non-Travel,442,Human Resources,13,4,Other,1,1213,4,Female,90,4,3,Healthcare Representative,1,Single,17208,26532,3,Y,No,20,3,1,80,2,3,5,3,15,12,9,1
55,No,Travel_Frequently,200,Research & Development,1,4,Technical Degree,1,1214,4,Male,45,3,2,Sales Executive,1,Married,15235,9110,6,Y,Yes,21,4,1,80,2,4,2,3,5,5,4,4
51,No,Non-Travel,728,Human Resources,20,3,Life Sciences,1,1215,2,Female,49,4,4,Human Resources,2,Divorced,15663,22264,6,Y,Yes,23,3,1,80,0,5,4,2,15,4,3,9
34,No,Travel_Rarely,127,Sales,25,4,Human Resources,1,1216,1,Female,73,2,3,Human Resources,2,Single,11176,21121,3,Y,No,23,3,3,80,0,11,0,3,3,5,4,6
54,No,Non-Travel,1036,Research & Development,15,2,Technical Degree,1,1217,1,Male,71,2,2,Manager,3,Single,17072,20815,1,Y,No,24,4,3,80,3,30,1,1,9,8,7,7
42,No,Travel_Frequently,157,Research & Development,14,3,Marketing,1,1218,1,Female,75,3,5,Human Resources,4,Divorced,7516,19771,8,Y,Yes,17,3,4,80,3,8,3,4,18,0,5,2
55,No,Travel_Frequently,396,Research & Development,8,1,Technical Degree,1,1219,3,Female,63,2,3,Laboratory Technician,4,Divorced,18509,13495,7,Y,No,23,4,4,80,3,6,4,2,10,12,3,8
29,No,Non-Travel,233,Human Resources,10,2,Other,1,1220,3,Female,93,4,5,Manufacturing Director,2,Married,4620,11629,4,Y,No,19,3,3,80,0,28,1,3,4,10,4,1
40,No,Travel_Frequently,1454,Human Resources,9,1,Medical,1,1221,4,Female,58,3,3,Manager,1,Divorced,19835,21749,4,Y,Yes,25,3,1,80,1,13,6,1,17,0,6,3
59,Yes,Travel_Frequently,348,Human Resources,17,1,Other,1,1222,3,Male,32,3,3,Manufacturing Director,3,Married,11200,17533,0,Y,Yes,17,4,3,80,3,19,2,3,2,12,7,3
39,No,Travel_Rarely,1120,Sales,9,4,Other,1,1223,1,Female,38,4,5,Sales Executive,2,Divorced,13896,20823,8,Y,No,19,4,2,80,0,31,1,1,7,5,4,5
38,No,Non-Travel,649,Human Resources,3,4,Medical,1,1224,2,Male,54,1,1,Sales Representative,3,Single,2696,13365,9,Y,No,20,3,3,80,1,21,3,3,10,1,1,9
44,No,Non-Travel,1001,Sales,11,3,Technical Degree,1,1225,3,Male,71,3,2,Healthcare Representative,3,Single,4270,14099,7,Y,No,24,3,3,80,2,35,3,4,18,7,5,5
48,No,Non-Travel,1198,Research & Development,12,4,Human Resources,1,1226,3,Female,75,1,1,Research Director,4,Single,11226,3316,4,Y,No,19,3,1,80,0,17,5,2,2,6,8,2
23,No,Travel_Frequently,933,Research & Development,10,1,Medical,1,1227,1,Male,88,4,1,Human Resources,3,Single,18060,7204,9,Y,Yes,24,4,4,80,3,39,5,4,11,5,2,8
44,No,Non-Travel,1291,Sales,25,1,Medical,1,1228,3,Female,50,4,2,Healthcare Representative,4,Married,11727,23388,5,Y,Yes,24,4,2,80,3,24,6,4,14,3,6,4
57,Yes,Non-Travel,870,Human Resources,17,2,Marketing,1,1229,4,Male,51,3,4,Research Director,1,Single,11005,15512,9,Y,No,18,4,2,80,1,30,2,3,15,8,7,1
51,No,Travel_Rarely,1478,Sales,17,1,Technical Degree,1,1230,2,Female,58,2,1,Sales Executive,1,Married,17084,2684,9,Y,Yes,17,4,2,80,1,34,3,4,4,6,5,5
29,No,Travel_Rarely,1348,Research & Development,25,3,Medical,1,1231,1,Female,92,3,1,Sales Executive,2,Married,16816,8440,7,Y,Yes,22,4,3,80,0,25,0,2,18,6,2,2
24,No,Travel_Rarely,245,Research & Development,11,3,Human Resources,1,1232,4,Male,90,2,1,Sales Representative,1,Married,8717,13735,5,Y,Yes,13,4,1,80,1,3,4,1,5,14,0,7
27,Yes,Travel_Frequently,1364,Sales,22,4,Life Sciences,1,1233,1,Female,93,1,4,Manager,4,Divorced,3116,5087,9,Y,Yes,21,3,3,80,0,19,2,1,11,4,2,2
34,No,Non-Travel,992,Human Resources,4,4,Technical Degree,1,1234,4,Female,98,2,3,Healthcare Representative,3,Married,19540,11867,3,Y,Yes,24,4,4,80,1,33,2,3,18,0,5,4
43,No,Travel_Rarely,443,Human Resources,7,4,Marketing,1,1235,2,Female,69,3,5,Healthcare Representative,3,Divorced,17179,20497,2,Y,Yes,13,4,1,80,2,11,1,2,8,13,3,3
38,No,Travel_Rarely,1158,Sales,21,3,Other,1,1236,2,Female,30,2,5,Human Resources,1,Married,2988,19341,6,Y,Yes,21,3,2,80,3,15,2,2,17,13,0,3
45,No,Travel_Rarely,801,Sales,26,1,Medical,1,1237,4,Male,94,4,4,Sales Executive,4,Divorced,12658,7778,1,Y,No,15,3,3,80,3,4,6,1,2,1,5,1
19,No,Non-Travel,100,Human Resources,14,4,Human Resources,1,1238,4,Male,91,1,1,Research Director,3,Divorced,7587,18029,6,Y,No,17,4,1,80,2,34,4,1,13,7,0,7
18,No,Non-Travel,252,Research & Development,7,2,Technical Degree,1,1239,4,Male,83,4,5,Research Scientist,1,Single,17803,10079,0,Y,Yes,23,4,3,80,3,26,0,4,4,10,7,2
53,No,Non-Travel,528,Sales,24,4,Human Resources,1,1240,4,Female,89,4,4,Sales Representative,4,Married,18271,24412,9,Y,Yes,22,4,1,80,3,0,1,3,4,4,2,3
